EmployeeID,Date,InTime,OutTime,Status
E0009,2024-07-17,,,Leave
E0009,2024-07-18,09:10,19:00,Present
E0009,2024-07-19,,,Absent
E0009,2024-07-22,09:10,19:00,Present
E0009,2024-07-23,09:00,18:15,Present
E0009,2024-07-24,09:10,18:00,Present
E0009,2024-07-25,,,Absent
E0009,2024-07-26,,,Leave
E0009,2024-07-29,09:15,18:30,Present
E0009,2024-07-30,,,Leave
E0009,2024-07-31,,,Absent
E0010,2024-07-01,10:00,19:00,Present
E0010,2024-07-02,,,Absent
E0010,2024-07-03,,,Leave
E0010,2024-07-04,09:00,18:15,Present
E0010,2024-07-05,10:00,18:00,Present
E0010,2024-07-08,09:15,18:30,Present
E0010,2024-07-09,09:30,18:00,Present
E0010,2024-07-10,09:15,18:10,Present
E0010,2024-07-11,,,Absent
E0010,2024-07-12,09:00,18:30,Wfh
E0010,2024-07-15,,,Absent
E0010,2024-07-16,,,Absent
E0010,2024-07-17,10:00,18:10,Present
E0010,2024-07-18,09:15,18:15,Wfh
E0010,2024-07-19,,,Leave
E0010,2024-07-22,09:15,18:00,Present
E0010,2024-07-23,09:00,18:30,Wfh
E0010,2024-07-24,,,Absent
E0010,2024-07-25,10:00,18:10,Present
E0010,2024-07-26,10:00,18:15,Present
E0010,2024-07-29,09:10,18:10,Present
E0010,2024-07-30,09:30,18:30,Present
E0010,2024-07-31,09:00,18:00,Wfh
E0011,2024-07-01,09:30,18:15,Present
E0011,2024-07-02,09:10,18:15,Present
E0011,2024-07-03,,,Absent
E0011,2024-07-04,,,Absent
E0011,2024-07-05,09:15,19:00,Present
E0011,2024-07-08,09:10,19:00,Present
E0011,2024-07-09,,,Absent
E0011,2024-07-10,,,Leave
E0011,2024-07-11,09:00,18:00,Wfh
E0011,2024-07-12,,,Absent
E0011,2024-07-15,09:10,18:10,Present
E0011,2024-07-16,,,Absent
E0011,2024-07-17,09:10,18:15,Present
E0011,2024-07-18,,,Absent
E0011,2024-07-19,09:15,18:15,Present
E0011,2024-07-22,09:30,19:00,Present
E0011,2024-07-23,09:15,18:30,Wfh
E0011,2024-07-24,09:15,18:00,Present
E0011,2024-07-25,,,Absent
E0011,2024-07-26,09:30,18:00,Present
E0011,2024-07-29,,,Leave
E0011,2024-07-30,,,Leave
E0011,2024-07-31,,,Leave
E0012,2024-07-01,10:00,19:00,Present
E0012,2024-07-02,09:00,18:15,Wfh
E0012,2024-07-03,,,Absent
E0012,2024-07-04,09:00,18:30,Present
E0012,2024-07-05,10:00,18:15,Present
E0012,2024-07-08,09:15,18:10,Present
E0012,2024-07-09,10:00,19:00,Present
E0012,2024-07-10,09:00,18:15,Present
E0012,2024-07-11,09:30,18:00,Present
E0012,2024-07-12,,,Absent
E0012,2024-07-15,09:10,18:30,Present
E0012,2024-07-16,,,Leave
E0012,2024-07-17,,,Leave
E0012,2024-07-18,09:00,19:00,Wfh
E0012,2024-07-19,09:10,18:10,Wfh
E0012,2024-07-22,09:00,18:00,Present
E0012,2024-07-23,09:15,19:00,Present
E0012,2024-07-24,09:00,18:00,Present
E0012,2024-07-25,09:00,18:00,Present
E0012,2024-07-26,09:10,18:30,Wfh
E0012,2024-07-29,09:00,19:00,Present
E0012,2024-07-30,09:30,18:15,Wfh
E0012,2024-07-31,,,Leave
E0013,2024-07-01,,,Leave
E0013,2024-07-02,10:00,19:00,Present
E0013,2024-07-03,09:00,18:10,Present
E0013,2024-07-04,09:00,18:00,Present
E0013,2024-07-05,,,Absent
E0013,2024-07-08,09:10,19:00,Present
E0013,2024-07-09,10:00,18:00,Present
E0013,2024-07-10,,,Absent
E0013,2024-07-11,09:30,18:15,Wfh
E0013,2024-07-12,,,Leave
E0013,2024-07-15,09:00,18:30,Wfh
E0013,2024-07-16,10:00,18:30,Wfh
E0013,2024-07-17,,,Leave
E0013,2024-07-18,09:00,18:30,Present
E0013,2024-07-19,,,Leave
E0013,2024-07-22,,,Absent
E0013,2024-07-23,10:00,18:10,Present
E0013,2024-07-24,10:00,19:00,Present
E0013,2024-07-25,,,Absent
E0013,2024-07-26,09:10,18:00,Wfh
E0013,2024-07-29,09:00,18:30,Present
E0013,2024-07-30,09:10,18:10,Present
E0013,2024-07-31,09:30,19:00,Present
E0014,2024-07-01,09:00,18:10,Present
E0014,2024-07-02,,,Leave
E0014,2024-07-03,09:00,18:15,Present
E0014,2024-07-04,09:30,18:30,Present
E0014,2024-07-05,10:00,18:15,Present
E0014,2024-07-08,,,Absent
E0014,2024-07-09,10:00,18:30,Present
E0014,2024-07-10,,,Absent
E0014,2024-07-11,10:00,18:30,Present
E0014,2024-07-12,09:00,18:00,Present
E0014,2024-07-15,,,Absent
E0014,2024-07-16,09:00,19:00,Present
E0014,2024-07-17,09:10,18:00,Present
E0014,2024-07-18,09:30,18:00,Present
E0014,2024-07-19,09:00,18:00,Present
E0014,2024-07-22,,,Absent
E0014,2024-07-23,,,Leave
E0014,2024-07-24,,,Leave
E0014,2024-07-25,09:00,18:15,Present
E0014,2024-07-26,09:15,18:15,Present
E0014,2024-07-29,09:10,19:00,Present
E0014,2024-07-30,09:00,18:15,Present
E0014,2024-07-31,10:00,18:10,Present
E0015,2024-07-01,09:15,18:00,Present
E0015,2024-07-02,,,Absent
E0015,2024-07-03,,,Leave
E0015,2024-07-04,09:15,18:15,Wfh
E0015,2024-07-05,10:00,19:00,Present
E0015,2024-07-08,09:00,19:00,Present
E0015,2024-07-09,,,Absent
E0015,2024-07-10,09:00,18:00,Wfh
E0015,2024-07-11,,,Absent
E0015,2024-07-12,,,Leave
E0015,2024-07-15,09:30,18:00,Wfh
E0015,2024-07-16,09:10,18:00,Present
E0015,2024-07-17,,,Leave
E0015,2024-07-18,,,Leave
E0015,2024-07-19,09:00,19:00,Present
E0015,2024-07-22,10:00,18:00,Wfh
E0015,2024-07-23,,,Leave
E0015,2024-07-24,,,Leave
E0015,2024-07-25,09:15,18:30,Present
E0015,2024-07-26,09:00,18:10,Present
E0015,2024-07-29,09:15,18:10,Wfh
E0015,2024-07-30,09:00,18:00,Present
E0015,2024-07-31,09:15,19:00,Present
E0016,2024-07-01,10:00,18:15,Present
E0016,2024-07-02,09:00,18:00,Present
E0016,2024-07-03,09:15,18:00,Present
E0016,2024-07-04,,,Absent
E0016,2024-07-05,09:15,18:30,Wfh
E0016,2024-07-08,10:00,18:00,Present
E0016,2024-07-09,09:15,18:15,Present
E0016,2024-07-10,09:00,18:15,Present
E0016,2024-07-11,09:15,18:15,Present
E0016,2024-07-12,09:10,18:00,Present
E0016,2024-07-15,,,Leave
E0016,2024-07-16,09:15,18:10,Present
E0016,2024-07-17,09:30,18:00,Present
E0016,2024-07-18,,,Absent
E0016,2024-07-19,09:00,18:00,Wfh
E0016,2024-07-22,09:00,18:00,Present
E0016,2024-07-23,09:15,19:00,Present
E0016,2024-07-24,,,Absent
E0016,2024-07-25,09:15,18:00,Present
E0016,2024-07-26,,,Leave
E0016,2024-07-29,09:00,18:30,Wfh
E0016,2024-07-30,10:00,18:30,Present
E0016,2024-07-31,,,Absent
E0017,2024-07-01,09:00,19:00,Present
E0017,2024-07-02,10:00,18:30,Present
E0017,2024-07-03,,,Absent
E0017,2024-07-04,10:00,19:00,Present
E0017,2024-07-05,,,Absent
E0017,2024-07-08,,,Absent
E0017,2024-07-09,09:30,19:00,Present
E0017,2024-07-10,,,Leave
E0017,2024-07-11,09:30,18:10,Present
E0017,2024-07-12,09:30,18:00,Present
E0017,2024-07-15,10:00,18:00,Present
E0017,2024-07-16,,,Absent
E0017,2024-07-17,09:30,19:00,Present
E0017,2024-07-18,,,Absent
E0017,2024-07-19,09:15,18:00,Present
E0017,2024-07-22,10:00,18:10,Wfh
E0017,2024-07-23,09:10,18:00,Present
E0017,2024-07-24,10:00,18:30,Present
E0017,2024-07-25,09:00,18:00,Wfh
E0017,2024-07-26,09:30,18:30,Present
E0017,2024-07-29,10:00,18:00,Present
E0017,2024-07-30,09:15,18:10,Present
E0017,2024-07-31,,,Leave
E0018,2024-07-01,,,Leave
E0018,2024-07-02,09:00,19:00,Present
E0018,2024-07-03,,,Absent
E0018,2024-07-04,09:30,18:15,Present
E0018,2024-07-05,09:10,18:30,Wfh
E0018,2024-07-08,09:00,18:00,Wfh
E0018,2024-07-09,09:00,18:15,Present
E0018 ,2024-07-10,09:15,18:00,Wfh
E0018,2024-07-11,09:10,18:10,Wfh
E0018,2024-07-12,,,Absent
E0018,2024-07-15,09:00,19:00,Present
E0018,2024-07-16,09:00,18:00,Wfh
E0018,2024-07-17,,,Leave
E0018,2024-07-18,10:00,18:15,Present
E0018,2024-07-19,10:00,18:00,Present
E0018,2024-07-22,09:00,18:10,Wfh
E0018,2024-07-23,09:10,19:00,Present
E0018,2024-07-24,09:00,19:00,Present
E0018,2024-07-25,10:00,18:30,Present
E0018,2024-07-26,,,Absent
E0018,2024-07-29,,,Absent
E0018,2024-07-30,09:00,18:30,Present
E0018,2024-07-31,,,Absent
E0019,2024-07-01,,,Absent
E0019,2024-07-02,09:10,18:10,Present
E0019,2024-07-03,10:00,18:30,Present
E0019,2024-07-04,09:30,18:00,Present
E0019,2024-07-05,09:30,18:00,Present
E0019,2024-07-08,10:00,18:30,Present
E0019,2024-07-09,09:30,18:00,Present
E0019,2024-07-10,10:00,18:00,Present
E0019,2024-07-11,09:15,18:15,Present
E0019,2024-07-12,09:15,18:00,Present
E0019,2024-07-15,,,Leave
E0019,2024-07-16,09:30,18:10,Wfh
E0019,2024-07-17,09:00,19:00,Wfh
E0019,2024-07-18,09:30,18:30,Present
E0019,2024-07-19,09:10,18:00,Present
E0019,2024-07-22,09:30,18:15,Present
E0019,2024-07-23,09:30,19:00,Wfh
E0019,2024-07-24,10:00,18:15,Wfh
E0019,2024-07-25,09:10,19:00,Present
E0019,2024-07-26,09:15,18:00,Present
E0019,2024-07-29,09:30,18:10,Present
E0019,2024-07-30,09:30,18:10,Present
E0019,2024-07-31,09:30,18:30,Present
E0020,2024-07-01,09:00,18:15,Present
E0020,2024-07-02,,,Absent
E0020,2024-07-03,,,Absent
E0020,2024-07-04,,,Leave
E0020,2024-07-05,09:30,18:00,Present
E0020,2024-07-08,09:30,18:15,Present
E0020,2024-07-09,09:15,18:15,Present
E0020,2024-07-10,,,Leave
E0020,2024-07-11,10:00,19:00,Present
E0020,2024-07-12,10:00,18:00,Present
E0020,2024-07-15,10:00,19:00,Present
E0020,2024-07-16,09:00,19:00,Present
E0020,2024-07-17,09:10,18:30,Wfh
E0020,2024-07-18,,,Leave
E0020,2024-07-19,09:00,18:00,Present
E0020,2024-07-22,10:00,18:15,Present
E0020,2024-07-23,,,Absent
E0020,2024-07-24,09:30,18:10,Wfh
E0020,2024-07-25,,,Leave
E0020,2024-07-26,09:00,18:15,Present
E0020,2024-07-29,10:00,18:00,Present
E0020,2024-07-30,,,Absent
E0020,2024-07-31,,,Leave
E0021,2024-07-01,,,Absent
E0021,2024-07-02,09:00,18:00,Wfh
E0021,2024-07-03,10:00,18:15,Present
E0021,2024-07-04,10:00,18:30,Present
E0021,2024-07-05,09:00,18:30,Wfh
E0021,2024-07-08,09:00,18:00,Present
E0021,2024-07-09,09:00,18:10,Present
E0021,2024-07-10,09:15,18:10,Present
E0021,2024-07-11,10:00,19:00,Wfh
E0021,2024-07-12,09:00,18:30,Present
E0021,2024-07-15,09:15,18:00,Wfh
E0021,2024-07-16,09:10,18:00,Wfh
E0021,2024-07-17,,,Leave
E0021,2024-07-18,10:00,18:15,Wfh
E0021,2024-07-19,09:00,18:15,Present
E0021,2024-07-22,09:00,19:00,Present
E0021,2024-07-23,,,Absent
E0021,2024-07-24,09:30,18:00,Present
E0021,2024-07-25,,,Leave
E0021,2024-07-26,10:00,18:00,Present
E0021,2024-07-29,09:00,18:00,Present
E0021,2024-07-30,09:00,18:10,Present
E0021,2024-07-31,09:30,18:10,Present
E0022,2024-07-01,,,Leave
E0022,2024-07-02,,,Absent
E0022,2024-07-03,10:00,19:00,Present
E0022,2024-07-04,10:00,18:10,Present
E0022,2024-07-05,09:10,18:15,Present
E0022,2024-07-08,09:30,18:10,Present
E0022,2024-07-09,09:15,18:10,Present
E0022,2024-07-10,09:00,18:10,Present
E0022,2024-07-11,09:00,18:15,Present
E0022,2024-07-12,09:00,18:15,Present
E0022,2024-07-15,,,Absent
E0022,2024-07-16,,,Leave
E0022,2024-07-17,09:15,18:00,Present
E0022,2024-07-18,,,Absent
E0022,2024-07-19,09:00,18:30,Wfh
E0022,2024-07-22,09:00,19:00,Present
E0022,2024-07-23,,,Leave
E0022,2024-07-24,,,Leave
E0022,2024-07-25,09:30,18:00,Present
E0022,2024-07-26,09:00,19:00,Present
E0022,2024-07-29,09:30,18:15,Present
E0022,2024-07-30,,,Absent
E0022,2024-07-31,09:00,18:15,Present
E0023,2024-07-01,09:15,18:00,Wfh
E0023 ,2024-07-02,09:00,18:30,Present
E0023,2024-07-03,09:00,18:00,Present
E0023,2024-07-04,09:10,18:00,Present
E0023,2024-07-05,09:10,18:15,Wfh
E0023,2024-07-08,10:00,18:15,Present
E0023,2024-07-09,09:15,18:00,Wfh
E0023,2024-07-10,09:00,18:30,Present
E0023,2024-07-11,09:00,18:00,Present
E0023,2024-07-12,09:00,18:00,Present
E0023,2024-07-15,09:00,18:00,Wfh
E0023,2024-07-16,09:30,18:30,Wfh
E0023,2024-07-17,,,Absent
E0023,2024-07-18,10:00,19:00,Present
E0023,2024-07-19,09:10,18:00,Present
E0023,2024-07-22,09:10,18:10,Present
E0023,2024-07-23,,,Leave
E0023,2024-07-24,09:00,18:30,Present
E0023,2024-07-25,09:00,18:00,Wfh
E0023,2024-07-26,10:00,18:00,Present
E0023,2024-07-29,09:10,18:15,Present
E0023,2024-07-30,,,Absent
E0023,2024-07-31,09:10,18:15,Present
E0024,2024-07-01,09:15,18:00,Present
E0024,2024-07-02,09:00,18:15,Present
E0024,2024-07-03,09:00,18:30,Wfh
E0024,2024-07-04,09:15,18:00,Wfh
E0024,2024-07-05,,,Absent
E0024,2024-07-08,,,Absent
E0024,2024-07-09,09:30,19:00,Present
E0024,2024-07-10,,,Leave
E0024,2024-07-11,10:00,18:00,Present
E0024,2024-07-12,09:10,19:00,Present
E0024,2024-07-15,,,Leave
E0024,2024-07-16,,,Leave
E0024,2024-07-17,,,Absent
E0024,2024-07-18,09:00,18:30,Present
E0024,2024-07-19,,,Absent
E0024,2024-07-22,09:30,18:00,Present
E0024,2024-07-23,,,Leave
E0024,2024-07-24,,,Leave
E0024,2024-07-25,,,Absent
E0024,2024-07-26,10:00,19:00,Wfh
E0024,2024-07-29,,,Leave
E0024,2024-07-30,09:10,19:00,Present
E0024,2024-07-31,,,Present
E0025,2024-07-01,09:30,19:00,Present
E0025,2024-07-02,09:30,18:10,Present
E0025,2024-07-03,09:00,18:00,Present
E0025,2024-07-04,09:00,18:00,Present
E0025,2024-07-05,,,Leave
E0025,2024-07-08,09:00,18:00,Present
E0025,2024-07-09,09:00,18:00,Present
E0025,2024-07-10,09:00,18:30,Present
E0025,2024-07-11,09:30,18:00,Present
E0025,2024-07-12,,,Leave
E0025,2024-07-15,09:00,18:00,Present
E0025,2024-07-16,09:10,19:00,Present
E0025,2024-07-17,,,Absent
E0025,2024-07-18,09:10,19:00,Present
E0025,2024-07-19,,,Leave
E0025,2024-07-22,09:00,18:00,Present
E0025,2024-07-23,09:30,18:15,Wfh
E0025,2024-07-24,09:15,18:00,Wfh
E0025,2024-07-25,09:15,18:30,Present
E0025,2024-07-26,,,Absent
E0025 ,2024-07-29,09:00,18:30,Present
E0025,2024-07-30,09:15,18:00,Present
E0025,2024-07-31,09:10,18:10,Present
E0026,2024-07-01,09:00,18:00,Wfh
E0026,2024-07-02,10:00,19:00,Present
E0026,2024-07-03,09:15,18:00,Wfh
E0026,2024-07-04,,,Leave
E0026,2024-07-05,,,Absent
E0026,2024-07-08,,,Absent
E0026,2024-07-09,,,Absent
E0026,2024-07-10,10:00,18:30,Present
E0026,2024-07-11,,,Leave
E0026,2024-07-12,,,Absent
E0026,2024-07-15,09:00,19:00,Wfh
E0026,2024-07-16,09:15,18:15,Present
E0026,2024-07-17,09:30,18:00,Present
E0026 ,2024-07-18,,,Absent
E0026,2024-07-19,09:00,19:00,Present
E0026,2024-07-22,,,Absent
E0026,2024-07-23,09:30,18:15,Wfh
E0026,2024-07-24,09:15,18:00,Present
E0026,2024-07-25,,,Leave
E0026,2024-07-26,,,Leave
E0026,2024-07-29,09:00,19:00,Wfh
E0026,2024-07-30,09:10,18:10,Present
E0026,2024-07-31,09:15,18:10,Present
E0027,2024-07-01,09:00,19:00,Present
E0027,2024-07-02,09:00,18:00,Present
E0027,2024-07-03,09:00,18:10,Wfh
E0027,2024-07-04,09:30,18:00,Present
E0027,2024-07-05,,,Absent
E0027,2024-07-08,09:00,18:10,Present
E0027,2024-07-09,,,Leave
E0027,2024-07-10,,,Leave
E0027,2024-07-11,,,Absent
E0027,2024-07-12,09:15,18:15,Present
E0027,2024-07-15,09:30,19:00,Present
E0027,2024-07-16,09:15,18:10,Wfh
E0027,2024-07-17,10:00,18:15,Present
E0027,2024-07-18,09:30,18:00,Present
E0027,2024-07-19,09:00,19:00,Wfh
E0027,2024-07-22,,,Leave
E0027,2024-07-23,09:10,18:10,Present
E0027,2024-07-24,09:00,18:00,Present
E0027,2024-07-25,09:30,18:30,Present
E0027,2024-07-26,09:15,19:00,Wfh
E0027,2024-07-29,09:15,18:00,Present
E0027,2024-07-30,,,Leave
E0027,2024-07-31,,,Leave
E0028,2024-07-01,,,Leave
E0028,2024-07-02,09:10,18:10,Present
E0028,2024-07-03,09:15,18:00,Wfh
E0028,2024-07-04,10:00,18:00,Present
E0028,2024-07-05,10:00,18:30,Present
E0028,2024-07-08,,,Leave
E0028,2024-07-09,09:10,18:15,Present
E0028,2024-07-10,10:00,18:15,Present
E0028,2024-07-11,09:00,18:30,Present
E0028,2024-07-12,,,Absent
E0028,2024-07-15,09:10,18:00,Present
E0028,2024-07-16,09:00,18:00,Present
E0028,2024-07-17,,,Leave
E0028,2024-07-18,09:00,18:00,Wfh
E0028,2024-07-19,09:00,19:00,Wfh
E0028,2024-07-22,09:15,18:10,Present
E0028,2024-07-23,,,Absent
E0028,2024-07-24,09:15,18:15,Present
E0028,2024-07-25,,,Absent
E0028 ,2024-07-26,09:00,18:00,Present
E0028,2024-07-29,,,Leave
E0028,2024-07-30,09:30,18:15,Present
E0028,2024-07-31,09:10,19:00,Present
E0029,2024-07-01,,,Absent
E0029,2024-07-02,,,Absent
E0029,2024-07-03,09:15,18:15,Present
E0029,2024-07-04,10:00,19:00,Present
E0029,2024-07-05,10:00,18:10,Wfh
E0029,2024-07-08,09:10,18:30,Wfh
E0029,2024-07-09,10:00,19:00,Present
E0029,2024-07-10,09:00,18:30,Present
E0029,2024-07-11,09:15,19:00,Present
E0029,2024-07-12,09:00,18:30,Present
E0029,2024-07-15,,,Absent
E0029,2024-07-16,09:30,18:30,Present
E0029,2024-07-17,09:15,18:15,Present
E0029,2024-07-18,10:00,18:15,Present
E0029,2024-07-19,09:10,18:00,Present
E0029,2024-07-22,,,Absent
E0029,2024-07-23,,,Leave
E0029,2024-07-24,10:00,18:10,Present
E0029,2024-07-25,09:15,18:30,Present
E0029,2024-07-26,09:15,19:00,Present
E0029,2024-07-29,10:00,18:00,Present
E0029,2024-07-30,09:00,18:00,Present
E0029,2024-07-31,09:00,19:00,Wfh
E0030,2024-07-01,09:15,18:00,Wfh
E0030,2024-07-02,09:00,18:15,Wfh
E0030,2024-07-03,10:00,18:30,Present
E0030,2024-07-04,,,Leave
E0030,2024-07-05,09:00,18:00,Present
